Day,Time,Temperature,Humidity,Gas Level
1,0,23.563499999999998,54.54183333333334,0.0
1,1,23.0885,56.12516666666667,0.0
1,2,23.003,55.96083333333333,0.0
1,3,22.913333333333334,55.43333333333333,0.0
1,4,22.690166666666666,55.44583333333333,0.0
1,5,22.521833333333333,55.291333333333334,0.0
1,6,22.438666666666666,55.36383333333333,0.0
1,7,22.289833333333334,54.9945,0.0
1,8,22.188,54.525666666666666,0.0
1,9,22.036166666666666,53.89116666666666,0.0
1,10,22.029,53.659,0.0
1,11,21.697666666666667,54.15383333333333,0.0
1,12,21.6295,54.419333333333334,0.0
1,13,21.482833333333335,54.529333333333334,0.0
1,14,21.308333333333334,54.58833333333334,0.0
1,15,21.110166666666668,54.9565,0.0
1,16,20.99816666666667,55.349333333333334,0.0
1,17,20.90083333333333,56.5835,0.0
1,18,21.300166666666666,55.56366666666667,0.0
1,19,21.78083333333333,54.99733333333334,0.0
1,20,22.496166666666667,54.17833333333333,0.0
1,21,23.258166666666668,53.0445,0.0
1,22,23.894166666666667,51.577666666666666,0.0
1,23,24.197166666666664,49.867,0.0
2,0,25.623833333333334,38.75016666666667,0.0
2,1,25.140819672131148,38.931311475409835,0.0
2,2,24.09360655737705,44.39377049180328,0.0
2,3,23.41360655737705,48.53262295081967,0.0
2,4,23.243666666666666,48.48016666666667,0.0
2,5,22.75688524590164,50.34180327868852,0.0
2,6,22.341833333333334,51.80216666666667,0.0
2,7,22.112833333333334,52.2065,0.0
2,8,21.895409836065575,53.13622950819672,0.0
2,9,21.532500000000002,54.318999999999996,0.0
2,10,21.102295081967213,54.32196721311475,0.0
2,11,20.768852459016394,54.50081967213115,0.0
2,12,20.56967213114754,54.95098360655738,0.0
2,13,20.507333333333335,55.094500000000004,0.0
2,14,20.275081967213115,55.30311475409836,0.0
2,15,20.1325,55.049499999999995,0.0
2,16,19.79590163934426,55.6144262295082,0.0
2,17,19.95672131147541,56.486393442622955,0.0
2,18,20.941147540983607,54.69426229508196,0.0
2,19,21.982622950819675,53.67245901639344,0.0
2,20,22.496166666666667,54.17833333333333,0.0
2,21,23.258166666666668,53.0445,0.0
2,22,23.894166666666667,51.577666666666666,0.0
2,23,24.197166666666664,49.867,0.0
3,0,23.900357142857143,48.642857142857146,0.0
3,1,25.157866666666667,43.5308,0.0
3,2,25.28655737704918,41.28704918032787,0.0
3,3,24.80290322580645,44.22,0.0
3,4,24.067,48.20233333333333,0.0
3,5,23.96688524590164,48.62245901639344,0.0
3,6,23.593166666666665,50.26833333333333,0.0
3,7,23.241311475409837,51.72918032786885,0.0
3,8,22.997333333333334,52.49666666666667,0.0
3,9,22.771333333333335,53.18533333333333,0.0
3,10,22.317,53.86683333333334,0.0
3,11,21.884426229508197,53.94426229508196,0.0
3,12,21.627333333333333,54.075,0.0
3,13,21.40081967213115,54.28426229508197,0.0
3,14,21.205333333333332,54.410666666666664,0.0
3,15,20.994333333333334,54.448166666666665,0.0
3,16,20.543,54.27166666666667,0.0
3,17,20.34416666666667,54.491,0.0
3,18,20.245573770491802,55.253934426229506,0.0
3,19,20.745833333333334,56.77766666666666,0.0
3,20,21.759999999999998,57.3475,0.0
3,21,23.158360655737706,57.292131147540985,0.0
3,22,24.38032786885246,56.28655737704918,0.0
3,23,25.09622950819672,54.91016393442623,0.0
4,0,25.648813559322033,53.34508474576271,0.0
4,1,26.11916666666667,50.89149999999999,0.0
4,2,25.95311475409836,49.95360655737705,0.0
4,3,25.407213114754096,52.01918032786885,0.0
4,4,24.692833333333333,54.375,0.0
4,5,24.092950819672133,54.940000000000005,0.0
4,6,23.753709677419355,55.616290322580646,0.0
4,7,23.594754098360657,56.308196721311475,0.0
4,8,23.219833333333334,56.166666666666664,0.0
4,9,22.880333333333333,55.833666666666666,0.0
4,10,22.526999999999997,55.48866666666667,0.0
4,11,22.151166666666665,55.591,0.0
4,12,22.021833333333333,55.488166666666665,0.0
4,13,21.858999999999998,55.010999999999996,0.0
4,14,21.687,54.122166666666665,0.0
4,15,21.38883333333333,53.689166666666665,0.0
4,16,21.107333333333333,53.4965,0.0
4,17,20.839166666666664,53.51366666666667,0.0
4,18,20.516333333333332,54.260666666666665,0.0
4,19,21.068524590163936,54.868852459016395,0.0
4,20,22.1225,53.81766666666667,0.0
4,21,23.307666666666666,54.141666666666666,0.0
4,22,24.38032786885246,56.28655737704918,0.0
4,23,25.09622950819672,54.91016393442623,0.0
5,0,23.23,53.6715,0.0
5,1,24.8625,52.147166666666664,0.0
5,2,25.44344827586207,48.61793103448276,0.0
5,3,24.883166666666668,51.225166666666674,0.0
5,4,25.091833333333334,50.738166666666665,0.0
5,5,24.769333333333336,51.55233333333333,0.0
5,6,23.753709677419355,55.616290322580646,0.0
5,7,23.594754098360657,56.308196721311475,0.0
5,8,23.219833333333334,56.166666666666664,0.0
5,9,22.880333333333333,55.833666666666666,0.0
5,10,22.526999999999997,55.48866666666667,0.0
5,11,23.149166666666666,52.591499999999996,0.0
5,12,22.62366666666667,53.93383333333334,0.0
5,13,22.37316666666667,54.73316666666666,0.0
5,14,22.13266666666667,54.810500000000005,0.0
5,15,21.855833333333333,54.774833333333326,0.0
5,16,21.415000000000003,55.280499999999996,0.0
5,17,21.407,55.37283333333333,0.0
5,18,21.238,55.37166666666667,0.0
5,19,20.897499999999997,55.85850000000001,0.0
5,20,20.688,55.9945,0.0
5,21,20.44066666666667,56.311,0.0
5,22,20.351333333333333,56.68833333333334,0.0
5,23,21.239666666666665,56.46133333333333,0.0
6,0,25.801166666666667,51.118500000000004,18.446666666666665
6,1,25.106833333333334,54.736666666666665,6.46
6,2,25.277833333333334,54.872,2.06
6,3,25.353833333333334,55.294333333333334,1.7983333333333333
6,4,24.916833333333333,56.660833333333336,1.2983333333333333
6,5,24.679666666666666,55.116166666666665,0.7433333333333334
6,6,24.24966101694915,53.30779661016949,0.0
6,7,23.8025,58.6325,4.804166666666666
6,8,22.764181818181818,60.62745454545455,1.1254545454545455
6,9,22.969833333333334,59.64433333333333,1.8216666666666665
6,10,22.7015,59.26433333333333,3.328333333333333
6,11,22.607333333333333,59.0225,4.158333333333333
6,12,22.427833333333336,58.7395,4.708333333333333
6,13,22.134528301886796,58.600566037735845,5.114999999999999
6,14,21.989833333333333,58.49183333333334,5.09
6,15,21.496333333333332,58.09466666666666,4.118333333333333
6,16,21.7755,58.12533333333333,4.02
6,17,22.801166666666667,56.90233333333333,3.493333333333333
6,18,24.40716666666667,54.6475,3.42
6,19,24.51033333333333,55.116499999999995,2.996666666666667
6,20,25.12683333333333,53.844500000000004,6.444999999999999
6,21,25.396,52.496833333333335,10.366666666666667
6,22,25.68316666666667,49.299166666666665,11.336666666666668
6,23,25.854333333333333,47.886833333333335,19.678333333333335
7,0,22.6425,59.475,0.0
7,1,22.398333333333333,59.931000000000004,0.0
7,2,22.187333333333335,60.29966666666667,0.0
7,3,21.97533333333333,60.05533333333334,0.0
7,4,21.759833333333333,59.88316666666666,0.0
7,5,22.24237288135593,59.88406779661017,0.0
7,6,23.529636363636367,59.03818181818182,0.0
7,7,22.986206896551725,59.870517241379304,0.0
7,8,22.492,60.839166666666664,0.0
7,9,22.1965,61.0975,0.0
7,10,21.92534482758621,61.03758620689655,0.0
7,11,21.683,60.86083333333333,0.0
7,12,21.33533333333333,60.50566666666667,0.0
7,13,21.028833333333335,60.69733333333333,0.0
7,14,21.057833333333335,60.55283333333333,0.0
7,15,20.729833333333332,61.022000000000006,0.0
7,16,21.002,62.1885,0.0
7,17,22.9685,60.883,0.0
7,18,24.798,57.535833333333336,0.0
7,19,25.023000000000003,56.342,0.0
7,20,25.67683333333333,49.82783333333334,0.0
7,21,25.555666666666664,48.55783333333333,0.0
7,22,25.998333333333335,45.88033333333333,0.0
7,23,25.963,45.12983333333333,0.0
8,0,23.2285,56.20816666666666,0.0
8,1,23.2925,56.16433333333334,0.0
8,2,23.187833333333334,56.56666666666667,0.0
8,3,22.986333333333334,56.9885,0.0
8,4,22.908666666666665,57.1305,0.0
8,5,22.724107142857143,57.333035714285714,0.0
8,6,22.449166666666667,58.32266666666667,0.0
8,7,22.309,59.827999999999996,0.0
8,8,22.636666666666667,59.32449999999999,0.0
8,9,22.79733333333333,59.26983333333333,0.0
8,10,22.604333333333333,60.80016666666667,0.0
8,11,22.759661016949153,60.68610169491525,0.0
8,12,22.869666666666667,58.841833333333334,0.0
8,13,22.614833333333333,58.438833333333335,0.0
8,14,22.315,59.1975,0.0
8,15,22.55666666666667,58.39116666666666,0.0
8,16,22.258166666666668,58.20483333333333,0.0
8,17,22.060833333333335,58.283500000000004,0.0
8,18,21.865833333333335,58.827666666666666,0.0
8,19,21.776833333333332,58.99466666666667,0.0
8,20,21.67366666666667,59.40316666666667,0.0
8,21,21.54866666666667,59.114000000000004,0.0
8,22,21.436333333333334,59.24983333333333,0.0
8,23,21.20133333333333,59.350166666666674,0.0
9,0,21.168833333333332,59.30766666666667,0.0
9,1,20.902166666666666,59.4855,0.0
9,2,20.767,59.33083333333333,0.0
9,3,20.442333333333334,60.33583333333333,0.0
9,4,20.514,60.53283333333333,0.0
9,5,20.834833333333332,60.18066666666667,0.0
9,6,21.3845,58.7595,0.0
9,7,23.834,53.42833333333333,0.0
9,8,23.497666666666664,53.83616666666667,0.0
9,9,23.490666666666666,52.983333333333334,0.0
9,10,23.232166666666668,52.644666666666666,0.0
9,11,22.706500000000002,53.02766666666666,0.0
9,12,22.451999999999998,53.122166666666665,0.0
9,13,22.288,53.24983333333333,0.0
9,14,22.04416666666667,53.469166666666666,0.0
9,15,21.686500000000002,53.80566666666667,0.0
9,16,21.469,54.252833333333335,0.0
9,17,21.836166666666667,54.13916666666667,0.0
9,18,23.250333333333334,51.660999999999994,0.0
9,19,24.84916666666667,49.9335,0.0
9,20,26.03216666666667,50.06366666666667,0.0
9,21,25.8915,46.2725,0.0
9,22,26.598666666666666,41.9865,0.0
9,23,27.009333333333334,40.12233333333334,0.0
10,0,23.2285,56.20816666666666,0.0
10,1,23.2925,56.16433333333334,0.0
10,2,23.187833333333334,56.56666666666667,0.0
10,3,22.986333333333334,56.9885,0.0
10,4,22.908666666666665,57.1305,0.0
10,5,22.724107142857143,57.333035714285714,0.0
10,6,22.449166666666667,58.32266666666667,0.0
10,7,22.309,59.827999999999996,0.0
10,8,22.636666666666667,59.32449999999999,0.0
10,9,22.79733333333333,59.26983333333333,0.0
10,10,22.604333333333333,60.80016666666667,0.0
10,11,22.759661016949153,60.68610169491525,0.0
10,12,22.869666666666667,58.841833333333334,0.0
10,13,22.614833333333333,58.438833333333335,0.0
10,14,22.315,59.1975,0.0
10,15,22.55666666666667,58.39116666666666,0.0
10,16,22.258166666666668,58.20483333333333,0.0
10,17,22.060833333333335,58.283500000000004,0.0
10,18,21.865833333333335,58.827666666666666,0.0
10,19,21.776833333333332,58.99466666666667,0.0
10,20,21.67366666666667,59.40316666666667,0.0
10,21,21.54866666666667,59.114000000000004,0.0
10,22,21.436333333333334,59.24983333333333,0.0
10,23,21.20133333333333,59.350166666666674,0.0
11,0,21.168833333333332,59.30766666666667,0.0
11,1,20.902166666666666,59.4855,0.0
11,2,20.767,59.33083333333333,0.0
11,3,20.442333333333334,60.33583333333333,0.0
11,4,20.514,60.53283333333333,0.0
11,5,20.834833333333332,60.18066666666667,0.0
11,6,21.3845,58.7595,0.0
11,7,23.834,53.42833333333333,0.0
11,8,23.497666666666664,53.83616666666667,0.0
11,9,23.490666666666666,52.983333333333334,0.0
11,10,23.232166666666668,52.644666666666666,0.0
11,11,22.706500000000002,53.02766666666666,0.0
11,12,22.451999999999998,53.122166666666665,0.0
11,13,22.288,53.24983333333333,0.0
11,14,22.04416666666667,53.469166666666666,0.0
11,15,21.686500000000002,53.80566666666667,0.0
11,16,21.469,54.252833333333335,0.0
11,17,21.836166666666667,54.13916666666667,0.0
11,18,23.250333333333334,51.660999999999994,0.0
11,19,24.84916666666667,49.9335,0.0
11,20,26.03216666666667,50.06366666666667,0.0
11,21,25.8915,46.2725,0.0
11,22,26.598666666666666,41.9865,0.0
11,23,27.009333333333334,40.12233333333334,0.0
